id,quran_ayas_id,quran_ayas_languages_code,number,text
ENAA1359,QA1359,ENAA,1359,"When a Surah is revealed some of them remark: ""Whose faith among you has it increased?"" It does increase the faith of those who believe, and they rejoice."
ENAA1360,QA1360,ENAA,1360,"But it adds disbelief to disbelief for those whose hearts are filled with doubt, and they die disbelieving."
ENAA1361,QA1361,ENAA,1361,Do they not know that they are tried every year once or twice? Even then they do not repent and take heed.
ENAA1362,QA1362,ENAA,1362,"Whenever a Surah is revealed they look at each other (so as to ask): ""Is anyone looking at Us?"" and then turn away. Indeed God has turned their hearts away (from the truth), for they cannot discern the law of heaven."
ENAA1363,QA1363,ENAA,1363,"To you has come an Apostle from among you. Any sorrow that befalls you weighs upon him; He is eager for your happiness, full of concern for the faithful, compassionate and kind."
ENAA1364,QA1364,ENAA,1364,"So, if they turn away, say to them: ""God is sufficient for me. There is no God but He; I depend on Him alone, the Lord of the glorious Throne."""
ENAA1365,QA1365,ENAA,1365,ALIF LAM RA. These are the verses of the authoritative Book.
ENAA1366,QA1366,ENAA,1366,"Are the people astonished that a man who is one of them was commanded by Us to warn them and to bring glad tidings to those who believe that they have a true precedence with their Lord? (Yet) the unbelievers say: ""He is a clear sorcerer."""
ENAA1367,QA1367,ENAA,1367,"Your Lord is God who created the heavens and the earth in six spans, then assumed His power, dispensing all affairs. None can intercede with Him except by His leave. He is God, your Lord, so worship Him. Will you not be warned?"
ENAA1368,QA1368,ENAA,1368,"To Him will you all return: God's promise is true. It is He who originates creation, then will revert it, so that He may reward those who believe and do good things in all justice. But those who deny the truth will receive boiling water to drink and grievous punishment, for they disbelieved."
ENAA1369,QA1369,ENAA,1369,"It is He who gave the sun its radiance, the moon its lustre, and appointed its stations so that you may compute years and numbers. God did not create them but with deliberation. He distinctly explains His signs for those who can understand."
ENAA1370,QA1370,ENAA,1370,"In the alternation of night and day, and all that He has created in the heavens and the earth, are certainly signs for people who fear God."
ENAA1371,QA1371,ENAA,1371,"As for those who do not hope to meet Us (after death), and are content with the life of this world, who are oblivious of Our signs,"
ENAA1372,QA1372,ENAA,1372,Will have Hell as their abode for what they have earned.
ENAA1373,QA1373,ENAA,1373,But those who believe and act for a beneficial end will be guided by their Lord for their good faith. At their feet shall flow streams of running water in gardens of delight.
ENAA1374,QA1374,ENAA,1374,"Their invocation will be: ""All glory to you, O God,"" and ""Peace"" will be their salutation, and the end of their prayer (will be): ""All praise be to God, the Lord of all the worlds."""
ENAA1375,QA1375,ENAA,1375,"If God were to hasten the evil, as men try to hasten the good, their term would come to end. So We leave those who do not expect to meet Us to wander perplexed in transgression."
ENAA1376,QA1376,ENAA,1376,"When man is afflicted with adversity he calls to Us, whether lying on his side, or sitting or standing. But when We take away his troubles, he moves away, as though he had never called to Us in affliction. In the same way, attractive have been made their deeds to the prodigals."
ENAA1377,QA1377,ENAA,1377,"How many generations did We lay low before you when they became wilfully unjust. Their apostles had brought clear proofs to them, yet they never believed. So We punished the sinful people."
ENAA1378,QA1378,ENAA,1378,Then We appointed you leaders in the land after them to see how you behaved.
ENAA1379,QA1379,ENAA,1379,"When Our clear messages are recited to them, those who do not hope to meet Us, say: ""Bring a different Qur'an, or make amendments to this one."" Say: ""It is not for me to change it of my will. I follow (only) what is revealed to me. If I disobey my Lord, I fear the punishment of an awful Day."""
ENAA1380,QA1380,ENAA,1380,"Say: ""Had God pleased I would never have recited it to you, nor would He have given you comprehension of it. (Remember that I am one of you) and have lived a whole life with you before (its revelation). Even then you do not understand."""
ENAA1381,QA1381,ENAA,1381,Who is more unjust than he who imputes lies to God or denies His revelations? The sinners will surely not be reprieved.
ENAA1382,QA1382,ENAA,1382,"They worship those besides God who cannot do them harm or bring them gain, and say: ""These are our intercessors with God."" Say: ""Do you want to inform God of things in the heavens and the earth He does not know?"" Glorious is He, and too exalted for what they associate with Him!"
ENAA1383,QA1383,ENAA,1383,"Men were once a community of one faith; but they differed (and followed different ways). Had it not been for the word proclaimed by your Lord before, their differences would have been resolved."
ENAA1384,QA1384,ENAA,1384,"They say: ""How is it that no sign was sent by his Lord (to His Prophet)?"" Tell them: ""Unknown things are only known to God. So watch and wait (for the sign); I am waiting and expecting with you."""
ENAA1385,QA1385,ENAA,1385,"When We let them taste Our mercy after affliction, they contrive against Our signs. Say: ""God is swifter at contriving,"" for Our angels record everything you plan."
ENAA1386,QA1386,ENAA,1386,"It is He who enables you to travel over land and sea. When you sail in ships in a favourable breeze, you rejoice. But when a gale begins to blow and the waves dash against them from every side they realise that they have been caught in it, (and) they call on God in all faith: ""If You save us from this we shall ever be grateful."""
ENAA1387,QA1387,ENAA,1387,"But when He rescues them, they commit excesses in the land unjustly again. Your rebellion, O people, shall recoil back on your own selves. The joys of the world (are only ephemeral): You have to come back to Us in the end. We shall then inform you what you were doing."
ENAA1388,QA1388,ENAA,1388,"The life of the world is like the rain that waters the crops of the earth which are used as food by men and cattle. But when the earth is embellished and adorned with gold, and its tillers begin to feel that (the crops) are under control, Our command descends suddenly at night or in the day, and We mow them down as though there was nothing there yesterday. This is how We distinctly explain Our signs to those who think."
ENAA1389,QA1389,ENAA,1389,"God invites you to mansions of peace, and guides whosoever He will to the path that is straight"
ENAA1390,QA1390,ENAA,1390,"For those who do good there is goodness and more, and no blot or disgrace will cover their faces. They are people of Paradise, where they will abide for ever."
